match_id,1_result,1.0TOP_championId,1.0TOP_xp_per_min,1.0TOP_creeps_per_min,1.0TOP_gold_per_min,1.0TOP_damage_taken_per_min,1.0TOP_first_blood,1.0TOP_first_blood_assist,1.0TOP_first_tower,1.0TOP_first_tower_assist,1.0MIDDLE_championId,1.0MIDDLE_xp_per_min,1.0MIDDLE_creeps_per_min,1.0MIDDLE_gold_per_min,1.0MIDDLE_damage_taken_per_min,1.0MIDDLE_first_blood,1.0MIDDLE_first_blood_assist,1.0MIDDLE_first_tower,1.0MIDDLE_first_tower_assist,1.0JUNGLE_championId,1.0JUNGLE_xp_per_min,1.0JUNGLE_creeps_per_min,1.0JUNGLE_gold_per_min,1.0JUNGLE_damage_taken_per_min,1.0JUNGLE_first_blood,1.0JUNGLE_first_blood_assist,1.0JUNGLE_first_tower,1.0JUNGLE_first_tower_assist,1.0ADC_championId,1.0ADC_xp_per_min,1.0ADC_creeps_per_min,1.0ADC_gold_per_min,1.0ADC_damage_taken_per_min,1.0ADC_first_blood,1.0ADC_first_blood_assist,1.0ADC_first_tower,1.0ADC_first_tower_assist,1.0SUPPORT_championId,1.0SUPPORT_xp_per_min,1.0SUPPORT_creeps_per_min,1.0SUPPORT_gold_per_min,1.0SUPPORT_damage_taken_per_min,1.0SUPPORT_first_blood,1.0SUPPORT_first_blood_assist,1.0SUPPORT_first_tower,1.0SUPPORT_first_tower_assist,2.0ADC_championId,2.0ADC_xp_per_min,2.0ADC_creeps_per_min,2.0ADC_gold_per_min,2.0ADC_damage_taken_per_min,2.0ADC_first_blood,2.0ADC_first_blood_assist,2.0ADC_first_tower,2.0ADC_first_tower_assist,2.0JUNGLE_championId,2.0JUNGLE_xp_per_min,2.0JUNGLE_creeps_per_min,2.0JUNGLE_gold_per_min,2.0JUNGLE_damage_taken_per_min,2.0JUNGLE_first_blood,2.0JUNGLE_first_blood_assist,2.0JUNGLE_first_tower,2.0JUNGLE_first_tower_assist,2.0MIDDLE_championId,2.0MIDDLE_xp_per_min,2.0MIDDLE_creeps_per_min,2.0MIDDLE_gold_per_min,2.0MIDDLE_damage_taken_per_min,2.0MIDDLE_first_blood,2.0MIDDLE_first_blood_assist,2.0MIDDLE_first_tower,2.0MIDDLE_first_tower_assist,2.0TOP_championId,2.0TOP_xp_per_min,2.0TOP_creeps_per_min,2.0TOP_gold_per_min,2.0TOP_damage_taken_per_min,2.0TOP_first_blood,2.0TOP_first_blood_assist,2.0TOP_first_tower,2.0TOP_first_tower_assist,2.0SUPPORT_championId,2.0SUPPORT_xp_per_min,2.0SUPPORT_creeps_per_min,2.0SUPPORT_gold_per_min,2.0SUPPORT_damage_taken_per_min,2.0SUPPORT_first_blood,2.0SUPPORT_first_blood_assist,2.0SUPPORT_first_tower,2.0SUPPORT_first_tower_assist
2659384672,Win,360,323.5,6.1,421.7,367.8,True,False,True,False,122,522.5,8.1,294.1,348.8,False,False,False,False,555,266.7,1.2,305.8,404,False,False,False,False,64,352.9,0,348.8,584.9,False,False,False,False,54,407.8,6.6,236.3,348.9,False,False,False,False,31,445.8,5.5,334.8,494.4,False,False,False,False,516,412.4,5.5,220,407.6,False,False,False,False,67,268.6,4.7,305.1,598.3,False,False,False,False,89,206.3,0.9,154.6,450,False,False,False,False,29,265.5,0.6,268.6,714.3,False,False,False,False
2636250469,Win,105,372.4,5,301.3,513.2,False,False,False,False,350,279.6,0.5,191.2,30.9,False,False,False,False,141,425.8,0.9,360.7,730.7,False,False,False,False,202,285.6,6,280,212.3,False,False,False,False,24,504,6.3,297.3,474.3,False,False,False,False,145,281,7.4,291.5,321,False,False,False,False,875,392.8,6.3,221.7,653.3,False,False,False,False,120,300.8,0.4,251,878.3,False,False,False,False,267,292.9,1.7,177.4,119.4,False,False,False,False,4,485.5,5.1,372.7,623.4,True,False,False,False
2529033581,Win,19,297.8,0.1,255.6,587.4,False,False,True,False,24,376.6,4.7,298.3,492.5,True,False,False,False,89,241.2,0.9,190.7,228.8,False,False,False,False,81,295.3,5.7,256.3,232,False,False,False,False,101,533.2,8.7,415.9,295.3,False,False,False,True,236,205.7,4.5,199.3,262.6,False,False,False,False,350,213.7,0,148.3,210.1,False,False,False,False,13,330.8,3.2,163.3,623.6,False,False,False,False,121,241.3,0.4,183.6,528.7,False,False,False,False,75,424.9,4.1,212.8,594.5,False,False,False,False
2568650095,Win,122,476.5,7.2,271.2,202.6,False,False,False,False,115,424.6,6.1,266.3,422.7,False,False,False,False,235,332.1,5.9,234.1,298.3,False,False,False,False,20,273.3,0.6,275.2,582.8,False,False,False,False,145,211.5,1.7,147.9,314.4,False,False,False,False,83,473.5,5.5,259.1,234.5,False,False,False,False,64,408.7,0.3,412.7,752.3,False,False,False,False,43,258.3,0.2,215.1,164.8,True,False,False,False,51,325.6,7.5,381.1,284.2,False,False,False,False,157,437.1,6.2,252.6,330.8,False,False,False,False
2679143791,Win,17,498.1,6.9,353.2,407.3,False,False,False,False,32,301.9,0.4,325,694.3,False,False,False,False,55,335.6,3.6,208.2,562.4,False,False,False,False,57,189,1.1,141.5,370.8,False,False,False,False,202,235.3,4,186.3,279.7,False,False,False,False,24,386,2.7,229.1,631.7,False,False,False,False,107,330.3,0,352.3,675.9,False,False,False,False,89,282,1.5,269.9,395.7,True,False,False,False,360,309.2,7.5,348.4,379,False,False,False,True,38,498.7,6.3,333.1,406.3,False,False,False,False
2659777911,Fail,84,523.3,6.2,307,568.4,False,False,False,False,89,286.5,0.5,174.9,587.4,False,False,False,False,81,246.5,4.9,247.8,440.3,False,False,False,False,106,400.6,3.8,236.5,632.1,False,False,False,False,141,343.5,0.4,297.8,692.5,False,False,False,False,25,337.9,0.2,282.1,338.8,False,False,False,True,517,424.5,0.2,377.9,1083,False,False,False,False,202,380.3,7.4,444.6,282,False,False,True,False,82,527.7,7.9,351.3,579.9,True,False,False,False,157,402.2,5.5,230.9,547.9,False,False,False,False
2678095225,Win,498,308.1,7.4,260,168.3,False,False,False,False,4,354.8,5.1,230.3,455.7,False,False,False,False,121,294,0.2,325.2,774.6,False,False,False,False,43,278.6,0.2,149.8,199.8,False,False,False,False,122,434.4,5.9,325.8,491.9,True,False,False,False,202,297.5,7.3,244.8,227.8,False,False,False,False,92,408.9,5.5,246.6,504.8,False,False,False,False,777,513,6.8,438.3,494.1,False,False,True,False,34,276.9,0.2,142.9,184.1,False,False,False,False,64,251.8,0,263.5,718.4,False,False,False,False
2285895040,Win,21,296.3,7.8,335.2,340.9,False,False,False,True,111,304.2,1.5,183.2,154,False,False,True,False,4,432.4,7.3,302.5,312,False,False,False,False,104,337,0.1,328.4,533.3,True,False,False,False,86,522.1,7.7,338.3,462.4,False,False,False,False,101,474.2,8.1,299.1,186.2,False,False,False,False,114,437.3,6,253.2,557.2,False,False,False,False,89,219.2,1.3,146.2,325.9,False,False,False,False,67,281.7,5,211.9,259.4,False,False,False,False,245,320.8,0,280.2,643.1,False,False,False,False
2334555541,Win,238,453.9,6.2,267,410.6,False,False,False,False,40,290.4,0,258.2,263.3,False,False,False,False,51,330.8,8.6,414.9,354.2,True,False,True,False,75,401.2,5.7,214.7,588.4,False,False,False,False,254,364.5,0.8,312.2,529.2,False,False,False,False,23,491.5,6.8,293.6,503.3,False,False,False,False,50,383.6,5.4,210.8,558.8,False,False,False,False,67,254.6,3.8,221.2,504.1,False,False,False,False,421,275.4,0.1,256.4,698,False,False,False,False,16,289.6,0.2,167.3,290.2,False,False,False,False
2521071005,Win,107,308.9,0.5,257.8,812,False,False,False,False,34,462,4.6,252.5,471,False,False,False,False,89,272,1.2,180.2,216.8,False,False,False,False,51,334.3,7.8,287.2,252.2,False,False,False,False,150,462.7,6.3,333.9,435.7,False,False,False,False,41,407.2,5.6,267.7,540.9,False,False,False,False,245,462.5,6.3,285.7,386.9,False,False,False,False,427,382.3,0.9,320.8,168.1,False,False,True,False,875,265.3,1.7,246.3,302.5,True,False,False,False,81,246.1,7.2,288.7,173.8,False,False,False,True
2516450718,Win,142,417.5,6.3,254.9,428.1,False,False,False,False,58,499.3,6.1,373.6,785,True,False,True,False,106,382.5,0.3,360.6,547.5,False,False,False,False,81,307,5.4,275.6,247.2,False,False,False,False,555,316.2,1.1,277.4,274.8,False,False,False,False,84,511.6,6.8,335,496,False,False,False,False,117,244.5,0,150.5,252,False,False,False,False,29,271.5,7.1,240.6,274.3,False,False,False,False,141,366.1,0.1,291.7,728,False,False,False,False,86,341.6,3.8,245.5,706.7,False,False,False,False
