% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=812564, Tue Dec 22 23:27:14 2020
1 15 0.9577745331757636 1.0000490012005196 1.0 1.0 1.0000010000005 1.000002000002 1.0000030000045 1.0000040000080002 1.0000050000125 1.000006000018 1.0000070000245 1.0000080000320002 1.0000090000405002 1.00001000005 1.0000110000605003 1.0000120000720003 1.0000130000845002 1.0000140000980005 1.0000150001125006 1.0000160001280007 1.0000170001445008 1.000018000162001 1.0000190001805012 1.0000200002000015 1.0000210002205014 1.0000220002420017 1.000023000264502 1.0000240002880023 1.0000250003125026 1.000026000338003 1.0000270003645033 1.0000280003920037 1.0000290004205041 1.0000300004500045 1.0000310004805049 1.0000320005120056 1.000033000544506 1.0000340005780066 1.0000350006125072 1.0000360006480078 1.0000370006845083 1.000038000722009 1.0000390007605098 1.0000400008000108 1.0000410008405114 1.0000420008820123 1.0000430009245134 1.0000440009680143 1.0000450010125153 1.000046001058016 1.0000470011045173 1.0000480011520185 1.0000490012005196
2 30 0.9293407933418306 1.0346664571849418 0.9793870946085871 0.9793870946085871 0.9840403701587752 0.9865063380081002 0.9915306428524231 0.9933601624084318 0.9951081435865048 0.9980902826689441 1.000002485022605 1.0000034284257822 1.0000043495118636 1.0000066690424192 1.0000083840948313 1.0000096373615552 1.0000107273101522 1.0000117637879993 1.0000121743015318 1.000014417876692 1.0000149895168196 1.000015922106029 1.0000169140173056 1.0000179090914807 1.0000187971664432 1.000019761452105 1.0000217879408846 1.0000230067296607 1.0000248109827532 1.0000264335845275 1.0000270500305088 1.000028602790979 1.0000288116889577 1.0000308738389796 1.0000315584139683 1.0000324067360644 1.0000330646379578 1.0000349414429244 1.0000368692190662 1.0000382576870588 1.000039576803233 1.000040968931395 1.000042137048456 1.0000424627582403 1.000045791297122 1.0000462725033092 1.0008632298912568 1.0022115206459734 1.0026765608283839 1.0054243847496491 1.0082785725003405 1.0126282267238562 1.0346664571849418
3 45 0.9182477628163026 1.0402687369204753 0.9778889931459351 0.9778889931459351 0.9806285035708692 0.9828729048842088 0.9838148065297971 0.9870503869770892 0.9894403072161113 0.990570670116775 0.9921501976063889 0.9941954395690576 0.9951337765482945 0.9959067976725915 0.996866534787642 0.998698437492543 0.9992498467670158 1.000008306978829 1.0000083635623065 1.0000109373634476 1.0000123886043806 1.0000145834079384 1.000016542885871 1.0000170025203459 1.0000189517718578 1.000019735089239 1.0000214152594198 1.0000235562448057 1.0000252238041258 1.0000260249643436 1.0000271404256673 1.0000284307297584 1.0000293806864091 1.0000311421353922 1.0000329074958638 1.0000342680778187 1.000035226551762 1.0000389601082837 1.000041249167224 1.0005192629696829 1.000601891547459 1.0011098781141168 1.0017634322190925 1.002469223306038 1.0029484448818606 1.0043478514827506 1.0050517878074152 1.0057276287713197 1.0080503836050372 1.0119311481572661 1.015993848412876 1.0211459898837443 1.0402687369204753
4 60 0.9151361740162992 1.0496361578823548 0.975217264373675 0.975217264373675 0.9763727778652294 0.9791786929777015 0.9822684500908002 0.9841366444036855 0.985000397408661 0.988086282356584 0.9900184100795646 0.9905837586516454 0.9916528538575053 0.9919552562230912 0.9933819529115236 0.9944384855657487 0.9956424667965335 0.9960986783480104 0.9976190519533475 0.9981464136693192 0.9985572720396383 0.9991929787906729 0.9994370515811548 0.9997823218310631 1.0000118279252967 1.000017590157985 1.0000193799535615 1.0000240166109202 1.0000254547603107 1.0000280487448578 1.000034215465402 1.0000351074151848 1.0002120887256036 1.00026511746767 1.0004564187880254 1.0007385686581765 1.0009183376341968 1.0010356884775018 1.0016551565906036 1.0021765564811238 1.0023600228575706 1.0031661754742986 1.0044445780852176 1.0051787363945885 1.0053477875924364 1.006162514263592 1.0081946653232559 1.011864675146478 1.0143882239471915 1.0164555959911914 1.0192980207571605 1.0232073305455318 1.0496361578823548
5 75 0.9164999904211204 1.0573073522442882 0.9731867847811102 0.9731867847811102 0.9739235192815067 0.9755695172023195 0.9810197577938414 0.981266503298683 0.9843336718471075 0.9854633483074233 0.9873816067518467 0.9881000439670272 0.9895010673298462 0.9905090254651516 0.992087051359351 0.992766136801214 0.9937811353255178 0.99432401421686 0.9952020106599907 0.9960436987917746 0.9962917909596121 0.9972024859899934 0.9980289043095063 0.9985120621866421 0.9988606464864486 0.9991705185129062 0.9993959873268595 0.999470322777367 0.9998007554515114 1.0000456476619841 1.000089329761642 1.0002793326361232 1.0004857757780043 1.0006893112120923 1.000728935039206 1.0011525646314456 1.0015971694834513 1.001622755452206 1.002472211386551 1.0026602468570982 1.0040078692089651 1.0049553371027518 1.0053605736704947 1.0060646454719928 1.0085172463047964 1.0101675836426285 1.0111054508404196 1.0139707104462146 1.0151794563685754 1.0186076336656469 1.0192582216909267 1.025183640757455 1.0573073522442882
6 90 0.9351028268173948 1.0690048536216186 0.9710458172110197 0.9710458172110197 0.9741152522832365 0.9742837173232948 0.9755015168169207 0.9790952545083655 0.9810699147834578 0.9839048084911733 0.9855596571782278 0.9858263451672541 0.9871902765626914 0.987361886991093 0.9899283752381149 0.9904895891145847 0.9917912817987368 0.9923566076358197 0.9939115145870999 0.9943787644394443 0.9951501717915462 0.9961333964055824 0.9970197494552587 0.9970952725086206 0.9980632877074516 0.9983787472481235 0.9989144476036544 0.9990655065506205 0.9992961842079991 0.9998274494804651 1.0000203486203834 1.0002602087274695 1.0004085725587257 1.0006086096404672 1.0011294145597756 1.0013356138242009 1.002346596564764 1.0034954701489367 1.003609689327781 1.0041913487787593 1.00481462215654 1.0054083923722619 1.0065048195644146 1.006863702117929 1.0097919995412443 1.010129156684586 1.011314534565054 1.015553809463514 1.017040568021858 1.0207290674786265 1.0243327276958007 1.035755262489189 1.0690048536216186
7 105 0.9509125742349767 1.0872435033488699 0.9689171820490698 0.9689171820490698 0.9723582226331559 0.9738640589790143 0.9745813577436848 0.9768703567806999 0.9789222477803747 0.9808542181571406 0.9825488121937013 0.9851037702436175 0.9858761431740212 0.98677035029714 0.9881229372271374 0.989056996105401 0.9904201147267393 0.9910108908287122 0.9920203679667702 0.9922019132038148 0.9936492513227702 0.9953545856557717 0.9957301874980261 0.9965098834628021 0.9969730660396124 0.9977140022364899 0.9978406849783582 0.9986327689728643 0.9987591558055117 0.9990022105072668 0.9999963405110313 1.0001426339889488 1.0005456311359973 1.0011005148949494 1.0018585638231958 1.0020169295382053 1.0025784463853524 1.0037176015095794 1.0045102068325977 1.0050181510290106 1.005416211139749 1.0058079719322714 1.0085670818597796 1.0104600260215004 1.0112067250955872 1.012875108317414 1.0169361544550124 1.0176585196595647 1.0184586986936803 1.023379717817884 1.0268141490533058 1.0371166679670356 1.0872435033488699
8 120 0.957103365380218 1.1026873874791254 0.9683617838282751 0.9683617838282751 0.9685689480143265 0.9713930562788782 0.9742213221168851 0.9772540242670702 0.9783698920978091 0.9804038297502499 0.9808376817767958 0.9820645574188709 0.9851643616176565 0.9860901742245977 0.9863979107446151 0.9877949204071377 0.9882234741558574 0.9897474501441237 0.9904839509298258 0.9920577764356596 0.9928451985638267 0.9939234257446579 0.9951211144369834 0.9952949137031137 0.9957595956904662 0.9962406394767983 0.9970661451269586 0.9984917013882437 0.9986897787713505 0.9990879303161506 0.9993113098751956 0.9997749918377887 1.000726242195652 1.0009627717027159 1.0021301766759765 1.002332991638784 1.003439350783935 1.003755687505547 1.0042159873116947 1.0044131771641305 1.006523638223842 1.0077689031687915 1.0082802420845451 1.0117190092367807 1.0133146238627335 1.0151555402165038 1.0169215620162038 1.0192372288925526 1.0210255467097153 1.02470849306532 1.0292429395249667 1.0389581267596661 1.1026873874791254
9 135 0.9671093072823737 1.1155645108442005 0.9663404983725153 0.9663404983725153 0.9669895007696689 0.9696729197585143 0.9731569730040125 0.9760750485510437 0.9772426567286925 0.9789228832802274 0.979835074588346 0.9811844446323048 0.9816531178500597 0.9834455623190024 0.9847642287895558 0.9871223637355981 0.9878768454282297 0.9883787974490309 0.9895577506796475 0.9914256941192039 0.9919496783337577 0.9932222096942139 0.9937652666425678 0.994430789179297 0.9950369565239516 0.9958244829054533 0.9964537166800898 0.9976244480402772 0.9984029942061824 0.9985630725548928 0.9989386311077392 0.9997417372478037 1.0002448212860218 1.0016508367295125 1.0016949992149566 1.0029456008503275 1.0034471702337595 1.0044056846177962 1.0050949948960695 1.0052579343207968 1.0068701050888913 1.0085665006918354 1.0122606084017434 1.0135324691734908 1.0146815528440396 1.0164834239177865 1.0186621663685986 1.0209771030704038 1.024826495127729 1.026528174302475 1.0330183950050351 1.0411982701553109 1.1155645108442005
10 150 0.9890239963857178 1.1327005143727655 0.964579957956239 0.964579957956239 0.9672187320124903 0.9688608773720592 0.9713951603658385 0.9740799175436455 0.9761053845669106 0.9767424892012408 0.9772856110474495 0.9790099877487637 0.9808203065307612 0.9810346813460737 0.983920407723056 0.9845957327106948 0.9859745340434468 0.988242765553642 0.9895502179100051 0.9906176182673571 0.9910640792959615 0.9925724865054608 0.9926812173720931 0.993753265867217 0.9952020638209168 0.9953868830469244 0.9958934743293263 0.9970707432501542 0.9977822735400165 0.9983698359185034 0.9988510799950914 0.9996492753369207 0.9999867529617646 1.000783410393518 1.001690945943757 1.0024551547382943 1.0037353411050147 1.004868896833125 1.0051727389973484 1.0067742199877265 1.0106942407732518 1.0115124109740903 1.011771175672894 1.0141118066866566 1.016056368697693 1.016480497882769 1.0183120335421212 1.0211436027919119 1.0257579134596972 1.0269772415566158 1.0331768250529967 1.040797050676849 1.1327005143727655
