% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=812564, Tue Dec 22 23:27:14 2020, <python>{}</python>
45 675 16.592151039465627 1.5469991425967209 -104634.35050119816 -1.0463435050119816e+05 -86291.7602432229 -70014.07320368488   
46 690 18.04834194632504 1.5428015965315893 -124892.09294094786 -1.2489209294094786e+05 -101153.1319733252 -80230.23902361914   
47 705 19.643050290245974 1.5457500518778884 -150999.33243557246 -1.5099933243557246e+05 -120187.25250877306 -102489.81691755912   
48 720 21.370652920225886 1.5494148355955704 -182250.03626181683 -1.8225003626181683e+05 -146751.23252802735 -119682.01479024999   
49 735 23.133900690931487 1.5519953604027825 -203517.24980123018 -2.0351724980123018e+05 -182158.24391466923 -148308.81062246938   
50 750 25.06745387395141 1.550666312243674 -249666.44616616695 -2.4966644616616695e+05 -213356.58466815416 -157656.50435059116   
51 765 26.98565080360593 1.5555071054510037 -263882.01036075247 -2.6388201036075247e+05 -237287.7102873258 -191134.25828683196   
52 780 29.097391180954876 1.5520368021687412 -317716.71300785785 -3.1771671300785785e+05 -276085.9181231967 -243408.52399864752   
53 795 31.649818368531225 1.5532702914817278 -395956.1554300204 -3.9595615543002042e+05 -314729.67580068676 -242672.4391536852   
54 810 34.27148216653106 1.5505854118134446 -438664.61588034674 -4.3866461588034674e+05 -368039.54541528935 -321592.14398948936   
55 825 36.88952996506253 1.551983118948976 -526666.1558094075 -5.2666615580940747e+05 -421463.66376148263 -343909.7504814034   
56 840 39.460270065878724 1.556266194811314 -602834.7045177864 -6.0283470451778639e+05 -505747.76048195246 -407866.1955568296   
57 855 42.61962827940642 1.5590702689968479 -774204.9870338424 -7.7420498703384236e+05 -638670.346452923 -480740.10508033703   
58 870 45.86621777375993 1.560253180026093 -920039.5071701127 -9.2003950717011269e+05 -753580.8635990659 -609100.1211662029   
59 885 49.65602925597971 1.5647553798949232 -1057236.4297195333 -1.0572364297195333e+06 -910223.5980010814 -626569.7494473815   
60 900 53.888622244806434 1.5651870979123406 -1388136.3386502585 -1.3881363386502585e+06 -1116350.7306787397 -827450.0300272509   
61 915 58.46859974985862 1.5670976014129705 -1553160.5811758807 -1.5531605811758807e+06 -1293725.976278557 -1062497.2568599165   
62 930 63.591912993055566 1.5671204919745296 -1817502.6493871124 -1.8175026493871124e+06 -1509781.7430933758 -1251464.804592283   
63 945 68.46768293107708 1.5689436046965655 -2187744.5501817353 -2.1877445501817353e+06 -1637965.4092863512 -1471281.4869967902   
64 960 73.85546603862666 1.5674406557766662 -2607920.37975775 -2.6079203797577498e+06 -2013730.4276261122 -1540141.404647559   
65 975 79.65901363263497 1.5689251790837389 -2767809.8914362397 -2.7678098914362397e+06 -2608006.042337654 -2034054.5523766945   
66 990 86.56088506566437 1.5715399503950107 -3589936.952939366 -3.5899369529393660e+06 -2898138.359693228 -2098231.7078224416   
67 1005 94.06653310887474 1.5717706105520743 -4165119.9597299495 -4.1651199597299495e+06 -3441824.061602028 -2525984.62400511   
68 1020 103.24222697374685 1.5717830013153238 -5629237.3320615385 -5.6292373320615385e+06 -4028067.982961888 -3540281.9312014966   
69 1035 113.77996654948237 1.5789673912901432 -6493450.217619097 -6.4934502176190969e+06 -4863377.846124075 -3892482.946781899   
70 1050 125.6844223616573 1.578757930036916 -6998782.777975142 -6.9987827779751420e+06 -6059316.112983615 -4886255.276162632   
71 1065 138.0288195919619 1.575796277110878 -8669731.048410807 -8.6697310484108068e+06 -7040803.271156693 -6315354.807624928   
72 1080 152.1873638024967 1.5724575770855536 -10453329.41856796 -1.0453329418567959e+07 -8322114.337378064 -7026091.598189492   
73 1095 167.8369396099294 1.572707854994482 -12296037.223819215 -1.2296037223819215e+07 -9377418.114630789 -7549901.48646488   
74 1110 185.1395682909057 1.5736158760895798 -14949802.151692327 -1.4949802151692327e+07 -11354866.481983935 -8177435.942433972   
75 1125 202.91200420440742 1.5724490047349902 -16948350.978781015 -1.6948350978781015e+07 -14430131.602809811 -11979263.698461423   
76 1140 222.3797251975847 1.5754745432582329 -20585132.823968586 -2.0585132823968586e+07 -16097761.038740508 -12557845.278506551   
77 1155 245.02272226105126 1.5773648140415708 -26603778.643209845 -2.6603778643209845e+07 -20436524.71688378 -13568281.373652913   
78 1170 268.07664485894975 1.5758338239131662 -27544626.170407504 -2.7544626170407504e+07 -24474479.915721647 -15851634.42736866   
79 1185 290.9016623361931 1.5722656877836947 -31710239.540711224 -3.1710239540711224e+07 -28203103.93839304 -22561277.378466804   
80 1200 317.11311337900645 1.57827186868774 -40475674.801330425 -4.0475674801330425e+07 -32710774.56803488 -26040009.928640336   
81 1215 348.13414575161124 1.581999225709037 -47695829.31457616 -4.7695829314576156e+07 -43506589.9378483 -31524934.110592715   
82 1230 384.0319864958186 1.5870394007724478 -58947849.44623774 -5.8947849446237743e+07 -51514720.22638542 -45090951.85095454   
83 1245 424.78084543952656 1.5900444633680315 -78309658.31984243 -7.8309658319842428e+07 -58448497.39791538 -41712826.973884314   
84 1260 467.77755183027887 1.5909052168945061 -96566588.01050003 -9.6566588010500029e+07 -73110600.8748682 -63633819.55216052   
85 1275 513.8647742494028 1.595620766714986 -107553027.37553923 -1.0755302737553923e+08 -83362995.89679937 -71816538.80604532   
86 1290 561.7122995827408 1.5937872822337515 -132050677.90423746 -1.3205067790423746e+08 -99065115.68115686 -72085206.75125255   
87 1305 612.7717772515938 1.5926233225461972 -155794460.53482562 -1.5579446053482562e+08 -119910334.82996531 -105440768.07178682   
88 1320 676.849776657437 1.5963854348401705 -205951910.79832032 -2.0595191079832032e+08 -154144637.042619 -125155430.31577174   
89 1335 743.9557726358262 1.6037306448426754 -236743793.65810138 -2.3674379365810138e+08 -184422680.10747188 -135716335.44718817   
90 1350 823.6023630990372 1.6015883473829173 -320140556.1567943 -3.2014055615679431e+08 -234148923.78746295 -180003491.9287863   
91 1365 901.877492413623 1.6084129795131317 -337060579.71243715 -3.3706057971243715e+08 -285081401.36131495 -243260878.6677894   
92 1380 996.4447582876575 1.6052512107459473 -437332831.08037 -4.3733283108037001e+08 -337130153.0930911 -281096811.6360689   
